"Country or Area","Year(s)","Variant","Value"
"Cook Islands","2001","Constant mortality","18.025"
"Cook Islands","2001","No change","18.025"
"Cook Islands","2001","Momentum","18.025"
"Cook Islands","2000","Medium","17.93"
"Cook Islands","2000","High","17.93"
"Cook Islands","2000","Low","17.93"
"Cook Islands","2000","Constant fertility","17.93"
"Cook Islands","2000","Instant replacement","17.93"
"Cook Islands","2000","Zero migration","17.93"
"Cook Islands","2000","Constant mortality","17.93"
"Cook Islands","2000","No change","17.93"
"Cook Islands","2000","Momentum","17.93"

