"Country or Area","Year","Item","Value"
"Argentina","2009","Gross Domestic Product (GDP)","8308.70120941966"
"Argentina","2008","Gross Domestic Product (GDP)","9122.82727040003"
"Argentina","2007","Gross Domestic Product (GDP)","7301.50662136806"
"Argentina","2006","Gross Domestic Product (GDP)","5965.69004789015"
"Argentina","2005","Gross Domestic Product (GDP)","5158.32056825872"
"Argentina","2004","Gross Domestic Product (GDP)","4311.23015545302"
"Argentina","2003","Gross Domestic Product (GDP)","3687.37204391288"
"Argentina","2002","Gross Domestic Product (GDP)","2934.67244096059"
"Argentina","2001","Gross Domestic Product (GDP)","7815.68403611387"
"Argentina","2000","Gross Domestic Product (GDP)","8357.51711691788"
"Armenia","2015","Gross Domestic Product (GDP)","3607.29664708673"
"Armenia","2014","Gross Domestic Product (GDP)","3986.22351499235"
"Armenia","2013","Gross Domestic Product (GDP)","3838.18004136647"
"Armenia","2012","Gross Domestic Product (GDP)","3681.85129667312"
"Armenia","2011","Gross Domestic Product (GDP)","3759.99816816337"
"Armenia","2010","Gross Domestic Product (GDP)","3432.1456116214"
"Armenia","2009","Gross Domestic Product (GDP)","3193.23509996853"
"Armenia","2008","Gross Domestic Product (GDP)","4277.26894841408"
"Armenia","2007","Gross Domestic Product (GDP)","3347.79600081975"
"Armenia","2006","Gross Domestic Product (GDP)","2301.49363048714"
"Armenia","2005","Gross Domestic Product (GDP)","1752.93536058058"
"Armenia","2004","Gross Domestic Product (GDP)","1271.08717028944"
"Armenia","2003","Gross Domestic Product (GDP)","991.921088086188"
"Armenia","2002","Gross Domestic Product (GDP)","835.26093813836"
"Armenia","2001","Gross Domestic Product (GDP)","740.524415726453"
"Armenia","2000","Gross Domestic Product (GDP)","664.106326485467"
"Aruba","2015","Gross Domestic Product (GDP)","28396.3641131766"
"Aruba","2014","Gross Domestic Product (GDP)","26893.5298052612"
"Aruba","2013","Gross Domestic Product (GDP)","26443.1524346996"
"Aruba","2012","Gross Domestic Product (GDP)","25499.2853345419"
"Aruba","2011","Gross Domestic Product (GDP)","25849.7181192357"
"Aruba","2010","Gross Domestic Product (GDP)","24133.1946351703"
"Aruba","2009","Gross Domestic Product (GDP)","25171.6849449449"
"Aruba","2008","Gross Domestic Product (GDP)","28049.3137825205"
"Aruba","2007","Gross Domestic Product (GDP)","26453.1668817111"
"Aruba","2006","Gross Domestic Product (GDP)","24493.545063223"
"Aruba","2005","Gross Domestic Product (GDP)","23592.8538130833"
"Aruba","2004","Gross Domestic Product (GDP)","22836.7352285059"
"Aruba","2003","Gross Domestic Product (GDP)","21069.6242085776"
"Aruba","2002","Gross Domestic Product (GDP)","20652.7241811836"
"Aruba","2001","Gross Domestic Product (GDP)","20414.4005601867"
"Aruba","2000","Gross Domestic Product (GDP)","20620.7006259175"
"Australia","2015","Gross Domestic Product (GDP)","52131.3818041621"
"Australia","2014","Gross Domestic Product (GDP)","62062.138086597"
"Australia","2013","Gross Domestic Product (GDP)","66360.8738292991"
"Australia","2012","Gross Domestic Product (GDP)","69451.2386704101"
"Australia","2011","Gross Domestic Product (GDP)","68625.8256952791"
"Australia","2010","Gross Domestic Product (GDP)","58654.1143949232"
"Australia","2009","Gross Domestic Product (GDP)","46657.2878771071"
"Australia","2008","Gross Domestic Product (GDP)","49549.808426803"
"Australia","2007","Gross Domestic Product (GDP)","47099.024347116"
"Australia","2006","Gross Domestic Product (GDP)","39862.7061509106"
"Australia","2005","Gross Domestic Product (GDP)","37710.3354641901"
"Australia","2004","Gross Domestic Product (GDP)","34122.2029635818"
"Australia","2003","Gross Domestic Product (GDP)","28455.8403344365"
"Australia","2002","Gross Domestic Product (GDP)","22429.9293285707"
"Australia","2001","Gross Domestic Product (GDP)","20323.8083136744"
"Australia","2000","Gross Domestic Product (GDP)","21524.1804589722"
"Austria","2015","Gross Domestic Product (GDP)","43994.9906890665"
"Austria","2014","Gross Domestic Product (GDP)","51304.138438872"
"Austria","2013","Gross Domestic Product (GDP)","50264.0501480118"
"Austria","2012","Gross Domestic Product (GDP)","48155.0579813104"
"Austria","2011","Gross Domestic Product (GDP)","50999.0251481392"
"Austria","2010","Gross Domestic Product (GDP)","46598.7066681011"
"Austria","2009","Gross Domestic Product (GDP)","47792.224943315"
"Austria","2008","Gross Domestic Product (GDP)","51586.474409909"
"Austria","2007","Gross Domestic Product (GDP)","46750.5161376638"
"Austria","2006","Gross Domestic Product (GDP)","40551.2898899631"
"Austria","2005","Gross Domestic Product (GDP)","38282.0400328891"
"Austria","2004","Gross Domestic Product (GDP)","36622.1783732023"
"Austria","2003","Gross Domestic Product (GDP)","32007.1458534928"
"Austria","2002","Gross Domestic Product (GDP)","26232.6862259421"
"Austria","2001","Gross Domestic Product (GDP)","24369.2583818823"
"Austria","2000","Gross Domestic Product (GDP)","24388.7590147217"
"Azerbaijan","2015","Gross Domestic Product (GDP)","5515.70729085138"
"Azerbaijan","2014","Gross Domestic Product (GDP)","7915.28818301468"
"Azerbaijan","2013","Gross Domestic Product (GDP)","7901.63612605478"
"Azerbaijan","2012","Gross Domestic Product (GDP)","7521.01780716608"
"Azerbaijan","2011","Gross Domestic Product (GDP)","7210.88792419198"
"Azerbaijan","2010","Gross Domestic Product (GDP)","5857.31827446742"
"Azerbaijan","2009","Gross Domestic Product (GDP)","4963.07520657304"
"Azerbaijan","2008","Gross Domestic Product (GDP)","5537.52234085836"
"Azerbaijan","2007","Gross Domestic Product (GDP)","3788.22859661804"
"Azerbaijan","2006","Gross Domestic Product (GDP)","2431.2369104322"
"Azerbaijan","2005","Gross Domestic Product (GDP)","1551.2395620636"
"Azerbaijan","2004","Gross Domestic Product (GDP)","1027.3956251551"
"Azerbaijan","2003","Gross Domestic Product (GDP)","870.235171305506"
"Azerbaijan","2002","Gross Domestic Product (GDP)","753.417990899837"
"Azerbaijan","2001","Gross Domestic Product (GDP)","696.280438574819"
"Azerbaijan","2000","Gross Domestic Product (GDP)","649.117975821853"
"Bahamas","2015","Gross Domestic Product (GDP)","31775.633143242"
"Bahamas","2014","Gross Domestic Product (GDP)","30064.6363167878"
"Bahamas","2013","Gross Domestic Product (GDP)","28582.5197279727"
"Bahamas","2012","Gross Domestic Product (GDP)","29485.6121996567"
"Bahamas","2011","Gross Domestic Product (GDP)","28006.1627797029"
"Bahamas","2010","Gross Domestic Product (GDP)","28443.5203498036"
"Bahamas","2009","Gross Domestic Product (GDP)","28552.3048935367"
"Bahamas","2008","Gross Domestic Product (GDP)","30627.2386311725"
"Bahamas","2007","Gross Domestic Product (GDP)","31471.9804142992"
"Bahamas","2006","Gross Domestic Product (GDP)","30713.8563224814"
"Bahamas","2005","Gross Domestic Product (GDP)","30278.3669222647"
"Bahamas","2004","Gross Domestic Product (GDP)","28395.9560230045"
"Bahamas","2003","Gross Domestic Product (GDP)","28327.3028049143"
"Bahamas","2002","Gross Domestic Product (GDP)","28866.9310277579"
"Bahamas","2001","Gross Domestic Product (GDP)","27486.1376388714"
"Bahamas","2000","Gross Domestic Product (GDP)","27097.7114654874"
"Bahrain","2015","Gross Domestic Product (GDP)","22634.118645445"
"Bahrain","2014","Gross Domestic Product (GDP)","24989.3802145933"
"Bahrain","2013","Gross Domestic Product (GDP)","24744.3837677528"
"Bahrain","2012","Gross Domestic Product (GDP)","23654.351675591"
"Bahrain","2011","Gross Domestic Product (GDP)","22514.2486764916"
"Bahrain","2010","Gross Domestic Product (GDP)","20722.1372891347"
"Bahrain","2009","Gross Domestic Product (GDP)","19355.9065728831"
"Bahrain","2008","Gross Domestic Product (GDP)","23066.506980198"
"Bahrain","2007","Gross Domestic Product (GDP)","20976.5555352403"
"Bahrain","2006","Gross Domestic Product (GDP)","19307.6075432462"
"Bahrain","2005","Gross Domestic Product (GDP)","17959.2592658397"
"Bahrain","2004","Gross Domestic Product (GDP)","15846.5529396604"
"Bahrain","2003","Gross Domestic Product (GDP)","14222.0474696002"
"Bahrain","2002","Gross Domestic Product (GDP)","13049.8011366218"
"Bahrain","2001","Gross Domestic Product (GDP)","12868.284860902"
"Bahrain","2000","Gross Domestic Product (GDP)","13636.4082771567"
"Bangladesh","2015","Gross Domestic Product (GDP)","1244.53229043213"
"Bangladesh","2014","Gross Domestic Product (GDP)","1120.01360275103"
"Bangladesh","2013","Gross Domestic Product (GDP)","1004.86717691249"
"Bangladesh","2012","Gross Domestic Product (GDP)","853.605357842157"
"Bangladesh","2011","Gross Domestic Product (GDP)","827.384573498968"
"Bangladesh","2010","Gross Domestic Product (GDP)","775.927250886881"
"Bangladesh","2009","Gross Domestic Product (GDP)","699.857040032092"
"Bangladesh","2008","Gross Domestic Product (GDP)","635.095590147635"
"Bangladesh","2007","Gross Domestic Product (GDP)","559.5518172631"
"Bangladesh","2006","Gross Domestic Product (GDP)","496.530232973874"
"Bangladesh","2005","Gross Domestic Product (GDP)","414.4847568317"
"Bangladesh","2004","Gross Domestic Product (GDP)","408.434336518586"
"Bangladesh","2003","Gross Domestic Product (GDP)","383.484105892372"
"Bangladesh","2002","Gross Domestic Product (GDP)","356.245752144382"
"Bangladesh","2001","Gross Domestic Product (GDP)","349.245726098442"
"Bangladesh","2000","Gross Domestic Product (GDP)","356.183224446251"
"Barbados","2015","Gross Domestic Product (GDP)","16525.0907739973"
"Barbados","2014","Gross Domestic Product (GDP)","16488.4701537079"
"Barbados","2013","Gross Domestic Product (GDP)","16452.0429411599"
"Barbados","2012","Gross Domestic Product (GDP)","16249.8369762532"
"Barbados","2011","Gross Domestic Product (GDP)","16459.0599568178"
"Barbados","2010","Gross Domestic Product (GDP)","16056.1228649103"
"Barbados","2009","Gross Domestic Product (GDP)","15886.1133246058"
"Barbados","2008","Gross Domestic Product (GDP)","17092.4035349675"
"Barbados","2007","Gross Domestic Product (GDP)","16770.7212055974"
"Barbados","2006","Gross Domestic Product (GDP)","15199.277777978"
"Barbados","2005","Gross Domestic Product (GDP)","14242.43542159"
"Barbados","2004","Gross Domestic Product (GDP)","12891.4419708374"
"Barbados","2003","Gross Domestic Product (GDP)","12054.7206000824"
"Barbados","2002","Gross Domestic Product (GDP)","11705.8699314254"
"Barbados","2001","Gross Domestic Product (GDP)","11549.3883247706"
"Barbados","2000","Gross Domestic Product (GDP)","11609.3249802037"
"Belarus","2015","Gross Domestic Product (GDP)","5980.7445073463"
"Belarus","2014","Gross Domestic Product (GDP)","8356.15616154022"
"Belarus","2013","Gross Domestic Product (GDP)","8014.80196833717"
"Belarus","2012","Gross Domestic Product (GDP)","6975.21374837142"
"Belarus","2011","Gross Domestic Product (GDP)","6559.77094259248"
"Belarus","2010","Gross Domestic Product (GDP)","6075.20368565958"
"Belarus","2009","Gross Domestic Product (GDP)","5393.02135324528"
"Belarus","2008","Gross Domestic Product (GDP)","6644.25488823636"
"Belarus","2007","Gross Domestic Product (GDP)","4937.20475554804"
"Belarus","2006","Gross Domestic Product (GDP)","4015.18987250446"
"Belarus","2005","Gross Domestic Product (GDP)","3266.23051671214"
"Belarus","2004","Gross Domestic Product (GDP)","2487.81274268394"
"Belarus","2003","Gross Domestic Product (GDP)","1903.91118871568"
"Belarus","2002","Gross Domestic Product (GDP)","1548.19801817267"
"Belarus","2001","Gross Domestic Product (GDP)","1301.82595040756"
"Belarus","2000","Gross Domestic Product (GDP)","1091.02396183959"
"Belgium","2015","Gross Domestic Product (GDP)","40941.8972233926"
"Belgium","2014","Gross Domestic Product (GDP)","47648.7896762273"
"Belgium","2013","Gross Domestic Product (GDP)","46767.2846962776"
"Belgium","2012","Gross Domestic Product (GDP)","44760.0573890622"
"Belgium","2011","Gross Domestic Product (GDP)","47453.4678448669"
"Belgium","2010","Gross Domestic Product (GDP)","43967.7397452332"
"Belgium","2009","Gross Domestic Product (GDP)","44320.4046743211"
"Belgium","2008","Gross Domestic Product (GDP)","47801.6678730207"
"Belgium","2007","Gross Domestic Product (GDP)","43963.2577023951"
"Belgium","2006","Gross Domestic Product (GDP)","38410.2964162224"
"Belgium","2005","Gross Domestic Product (GDP)","36556.8907259587"
"Belgium","2004","Gross Domestic Product (GDP)","35166.8799436312"
"Belgium","2003","Gross Domestic Product (GDP)","30460.5530447254"
"Belgium","2002","Gross Domestic Product (GDP)","24811.6132529477"
"Belgium","2001","Gross Domestic Product (GDP)","22922.6422451051"
"Belgium","2000","Gross Domestic Product (GDP)","22972.5338891059"
"Belize","2015","Gross Domestic Product (GDP)","4805.10365912787"
"Belize","2014","Gross Domestic Product (GDP)","4744.1089451164"
"Belize","2013","Gross Domestic Product (GDP)","4575.57507339861"
"Belize","2012","Gross Domestic Product (GDP)","4530.61820414201"
"Belize","2011","Gross Domestic Product (GDP)","4441.72530485681"
"Belize","2010","Gross Domestic Product (GDP)","4304.1244557532"
"Belize","2009","Gross Domestic Product (GDP)","4196.99503106577"
"Belize","2008","Gross Domestic Product (GDP)","4408.36856265665"
"Belize","2007","Gross Domestic Product (GDP)","4290.98754284759"
"Belize","2006","Gross Domestic Product (GDP)","4157.32146301947"
"Belize","2005","Gross Domestic Product (GDP)","3916.32777836505"
"Belize","2004","Gross Domestic Product (GDP)","3825.09338020426"
"Belize","2003","Gross Domestic Product (GDP)","3677.19294608889"
"Belize","2002","Gross Domestic Product (GDP)","3553.24325591322"
"Belize","2001","Gross Domestic Product (GDP)","3417.15721017945"
"Belize","2000","Gross Domestic Product (GDP)","3364.42376928209"
"Benin","2015","Gross Domestic Product (GDP)","1075.9830077902"
"Benin","2014","Gross Domestic Product (GDP)","1180.62227838004"
"Benin","2013","Gross Domestic Product (GDP)","1088.39447725809"
"Benin","2012","Gross Domestic Product (GDP)","939.596762178182"
"Benin","2011","Gross Domestic Product (GDP)","876.5182690326"
"Benin","2010","Gross Domestic Product (GDP)","757.697410781237"
"Benin","2009","Gross Domestic Product (GDP)","793.456056419071"
"Benin","2008","Gross Domestic Product (GDP)","820.159176350187"
"Benin","2007","Gross Domestic Product (GDP)","706.04155482875"
"Benin","2006","Gross Domestic Product (GDP)","625.822556446284"
"Benin","2005","Gross Domestic Product (GDP)","601.796127940154"
"Benin","2004","Gross Domestic Product (GDP)","583.397373032109"
"Benin","2003","Gross Domestic Product (GDP)","519.283807292716"
"Benin","2002","Gross Domestic Product (GDP)","418.702507466108"
"Benin","2001","Gross Domestic Product (GDP)","378.740676813747"
"Benin","2000","Gross Domestic Product (GDP)","374.19383956066"
"Bermuda","2015","Gross Domestic Product (GDP)","104480.044589587"
"Bermuda","2014","Gross Domestic Product (GDP)","100166.898318055"
"Bermuda","2013","Gross Domestic Product (GDP)","100421.768707483"
"Bermuda","2012","Gross Domestic Product (GDP)","98524.6304277307"
"Bermuda","2011","Gross Domestic Product (GDP)","97001.9054058207"
"Bermuda","2010","Gross Domestic Product (GDP)","101462.386639955"
"Bermuda","2009","Gross Domestic Product (GDP)","99343.616347413"
"Bermuda","2008","Gross Domestic Product (GDP)","99775.3857062687"
"Bermuda","2007","Gross Domestic Product (GDP)","92018.4636090066"
"Bermuda","2006","Gross Domestic Product (GDP)","81030.7179084652"
"Bermuda","2005","Gross Domestic Product (GDP)","73473.5301175725"
"Bermuda","2004","Gross Domestic Product (GDP)","67795.9571579743"
"Bermuda","2003","Gross Domestic Product (GDP)","63487.0266745523"
"Bermuda","2002","Gross Domestic Product (GDP)","59967.5277202388"
"Bermuda","2001","Gross Domestic Product (GDP)","56337.6601509284"
"Bermuda","2000","Gross Domestic Product (GDP)","53531.9471943641"
"Bhutan","2015","Gross Domestic Product (GDP)","2752.66152156671"
"Bhutan","2014","Gross Domestic Product (GDP)","2652.21101124598"
"Bhutan","2013","Gross Domestic Product (GDP)","2472.7057710263"
"Bhutan","2012","Gross Domestic Product (GDP)","2538.94705720294"
"Bhutan","2011","Gross Domestic Product (GDP)","2563.25659379787"
"Bhutan","2010","Gross Domestic Product (GDP)","2258.16879529763"
"Bhutan","2009","Gross Domestic Product (GDP)","1819.2152312639"
"Bhutan","2008","Gross Domestic Product (GDP)","1828.14993063582"
"Bhutan","2007","Gross Domestic Product (GDP)","1757.18115261867"
"Bhutan","2006","Gross Domestic Product (GDP)","1330.96505056423"
"Bhutan","2005","Gross Domestic Product (GDP)","1228.44251860346"
"Bhutan","2004","Gross Domestic Product (GDP)","1100.06309575968"
"Bhutan","2003","Gross Domestic Product (GDP)","990.671578868532"
"Bhutan","2002","Gross Domestic Product (GDP)","871.803432837322"
"Bhutan","2001","Gross Domestic Product (GDP)","789.206972854949"
"Bhutan","2000","Gross Domestic Product (GDP)","743.023597815224"
"Bolivia (Plurinational State of)","2015","Gross Domestic Product (GDP)","3035.97221349482"
"Bolivia (Plurinational State of)","2014","Gross Domestic Product (GDP)","3081.87882320557"
"Bolivia (Plurinational State of)","2013","Gross Domestic Product (GDP)","2908.19981873757"
"Bolivia (Plurinational State of)","2012","Gross Domestic Product (GDP)","2609.88081367382"
"Bolivia (Plurinational State of)","2011","Gross Domestic Product (GDP)","2346.34983882566"
"Bolivia (Plurinational State of)","2010","Gross Domestic Product (GDP)","1955.47695978022"
"Bolivia (Plurinational State of)","2009","Gross Domestic Product (GDP)","1754.21473576688"
"Bolivia (Plurinational State of)","2008","Gross Domestic Product (GDP)","1715.20737084096"
"Bolivia (Plurinational State of)","2007","Gross Domestic Product (GDP)","1372.61790412653"
"Bolivia (Plurinational State of)","2006","Gross Domestic Product (GDP)","1218.87199025334"
"Bolivia (Plurinational State of)","2005","Gross Domestic Product (GDP)","1034.31582057723"
"Bolivia (Plurinational State of)","2004","Gross Domestic Product (GDP)","967.374487689542"
"Bolivia (Plurinational State of)","2003","Gross Domestic Product (GDP)","907.541053961894"
"Bolivia (Plurinational State of)","2002","Gross Domestic Product (GDP)","904.226619721034"
"Bolivia (Plurinational State of)","2001","Gross Domestic Product (GDP)","948.868805430481"
"Bolivia (Plurinational State of)","2000","Gross Domestic Product (GDP)","997.575740356919"
"Bosnia and Herzegovina","2015","Gross Domestic Product (GDP)","4727.30003278749"
"Bosnia and Herzegovina","2014","Gross Domestic Product (GDP)","5329.74485377324"
"Bosnia and Herzegovina","2013","Gross Domestic Product (GDP)","5131.56266163102"
"Bosnia and Herzegovina","2012","Gross Domestic Product (GDP)","4778.60473362931"
"Bosnia and Herzegovina","2011","Gross Domestic Product (GDP)","5092.41951575829"
"Bosnia and Herzegovina","2010","Gross Domestic Product (GDP)","4635.39349450601"
"Bosnia and Herzegovina","2009","Gross Domestic Product (GDP)","4714.73192052216"
"Bosnia and Herzegovina","2008","Gross Domestic Product (GDP)","5090.94874339447"
"Bosnia and Herzegovina","2007","Gross Domestic Product (GDP)","4193.36553774048"
"Bosnia and Herzegovina","2006","Gross Domestic Product (GDP)","3416.57201578836"
"Bosnia and Herzegovina","2005","Gross Domestic Product (GDP)","2980.56032870345"
"Bosnia and Herzegovina","2004","Gross Domestic Product (GDP)","2698.19816889849"
"Bosnia and Herzegovina","2003","Gross Domestic Product (GDP)","2259.03842894804"
"Bosnia and Herzegovina","2002","Gross Domestic Product (GDP)","1789.71186045159"
"Bosnia and Herzegovina","2001","Gross Domestic Product (GDP)","1544.56079017456"
"Bosnia and Herzegovina","2000","Gross Domestic Product (GDP)","1484.27427637933"
"Botswana","2015","Gross Domestic Product (GDP)","6799.85966612953"
"Botswana","2014","Gross Domestic Product (GDP)","7780.61876008584"
"Botswana","2013","Gross Domestic Product (GDP)","7224.89781291593"
"Botswana","2012","Gross Domestic Product (GDP)","7070.29348540653"
"Botswana","2011","Gross Domestic Product (GDP)","7617.29181109165"
"Botswana","2010","Gross Domestic Product (GDP)","6434.79449971516"
"Botswana","2009","Gross Domestic Product (GDP)","5255.74565472792"
"Botswana","2008","Gross Domestic Product (GDP)","5713.57114282338"
"Botswana","2007","Gross Domestic Product (GDP)","5832.71909869392"
"Botswana","2006","Gross Domestic Product (GDP)","5516.06634138781"
"Botswana","2005","Gross Domestic Product (GDP)","5520.18786091836"
