Country or Area,Year,Item,Value
Liechtenstein,2009,Gross Domestic Product (GDP),139441.6533
Liechtenstein,2008,Gross Domestic Product (GDP),158442.3057
Liechtenstein,2007,Gross Domestic Product (GDP),144508.9988
Liechtenstein,2006,Gross Domestic Product (GDP),126511.4131
Liechtenstein,2005,Gross Domestic Product (GDP),116559.6517
Liechtenstein,2004,Gross Domestic Product (GDP),110894.327
Liechtenstein,2003,Gross Domestic Product (GDP),99379.74391
Liechtenstein,2002,Gross Domestic Product (GDP),87771.37051
Liechtenstein,2001,Gross Domestic Product (GDP),82138.96857
Liechtenstein,2000,Gross Domestic Product (GDP),82786.23031
Lithuania,2015,Gross Domestic Product (GDP),14127.06965
Lithuania,2014,Gross Domestic Product (GDP),16346.8218
Lithuania,2013,Gross Domestic Product (GDP),15458.78746
Lithuania,2012,Gross Domestic Product (GDP),14100.33887
Lithuania,2011,Gross Domestic Product (GDP),14134.46405
Lithuania,2010,Gross Domestic Product (GDP),11888.81315
Lithuania,2009,Gross Domestic Product (GDP),11804.12194
Lithuania,2008,Gross Domestic Product (GDP),14890.9572
Lithuania,2007,Gross Domestic Product (GDP),12179.05735
Lithuania,2006,Gross Domestic Product (GDP),9135.017299
Lithuania,2005,Gross Domestic Product (GDP),7808.432654
Lithuania,2004,Gross Domestic Product (GDP),6691.333738
Lithuania,2003,Gross Domestic Product (GDP),5500.867685
Lithuania,2002,Gross Domestic Product (GDP),4138.695562
Lithuania,2001,Gross Domestic Product (GDP),3523.00507
Lithuania,2000,Gross Domestic Product (GDP),3291.120778
Luxembourg,2015,Gross Domestic Product (GDP),105952.1557
Luxembourg,2014,Gross Domestic Product (GDP),123915.8011
Luxembourg,2013,Gross Domestic Product (GDP),120142.9238
Luxembourg,2012,Gross Domestic Product (GDP),112609.9925
Luxembourg,2011,Gross Domestic Product (GDP),118649.556
Luxembourg,2010,Gross Domestic Product (GDP),110573.7528
Luxembourg,2009,Gross Domestic Product (GDP),109256.7881
Luxembourg,2008,Gross Domestic Product (GDP),120738.4799
Luxembourg,2007,Gross Domestic Product (GDP),108481.0114
Luxembourg,2006,Gross Domestic Product (GDP),92077.12269
Luxembourg,2005,Gross Domestic Product (GDP),82249.5477
Luxembourg,2004,Gross Domestic Product (GDP),77469.0785
Luxembourg,2003,Gross Domestic Product (GDP),66173.27691
Luxembourg,2002,Gross Domestic Product (GDP),53047.84608
Luxembourg,2001,Gross Domestic Product (GDP),48543.6939
Luxembourg,2000,Gross Domestic Product (GDP),48560.67195
Madagascar,2015,Gross Domestic Product (GDP),467.2352721
Madagascar,2014,Gross Domestic Product (GDP),530.8612487
Madagascar,2013,Gross Domestic Product (GDP),541.0660461
Madagascar,2012,Gross Domestic Product (GDP),518.1527278
Madagascar,2011,Gross Domestic Product (GDP),531.2655054
Madagascar,2010,Gross Domestic Product (GDP),471.9592116
Madagascar,2009,Gross Domestic Product (GDP),467.53973
Madagascar,2008,Gross Domestic Product (GDP),536.3514717
Madagascar,2007,Gross Domestic Product (GDP),438.6552979
Madagascar,2006,Gross Domestic Product (GDP),339.1267229
Madagascar,2005,Gross Domestic Product (GDP),319.0011286
Madagascar,2004,Gross Domestic Product (GDP),284.5713406
Madagascar,2003,Gross Domestic Product (GDP),367.7822155
Madagascar,2002,Gross Domestic Product (GDP),304.4961076
Madagascar,2001,Gross Domestic Product (GDP),323.3830455
Madagascar,2000,Gross Domestic Product (GDP),285.518545
Malawi,2015,Gross Domestic Product (GDP),490.6429342
Malawi,2014,Gross Domestic Product (GDP),445.4277571
Malawi,2013,Gross Domestic Product (GDP),386.8658154
Malawi,2012,Gross Domestic Product (GDP),409.8617426
Malawi,2011,Gross Domestic Product (GDP),561.8037783
Malawi,2010,Gross Domestic Product (GDP),478.6687301
Malawi,2009,Gross Domestic Product (GDP),438.2119572
Malawi,2008,Gross Domestic Product (GDP),387.6059452
Malawi,2007,Gross Domestic Product (GDP),332.2591761
Malawi,2006,Gross Domestic Product (GDP),308.1631858
Malawi,2005,Gross Domestic Product (GDP),289.5535993
Malawi,2004,Gross Domestic Product (GDP),282.5864707
Malawi,2003,Gross Domestic Product (GDP),267.426531
Malawi,2002,Gross Domestic Product (GDP),298.4208761
Malawi,2001,Gross Domestic Product (GDP),271.3082367
Malawi,2000,Gross Domestic Product (GDP),282.576489
Malaysia,2015,Gross Domestic Product (GDP),9955.243039
Malaysia,2014,Gross Domestic Product (GDP),11319.20503
Malaysia,2013,Gross Domestic Product (GDP),10970.07453
Malaysia,2012,Gross Domestic Product (GDP),10817.42868
Malaysia,2011,Gross Domestic Product (GDP),10399.36107
Malaysia,2010,Gross Domestic Product (GDP),9040.602977
Malaysia,2009,Gross Domestic Product (GDP),7292.488425
Malaysia,2008,Gross Domestic Product (GDP),8474.502146
Malaysia,2007,Gross Domestic Product (GDP),7243.520503
Malaysia,2006,Gross Domestic Product (GDP),6209.163511
Malaysia,2005,Gross Domestic Product (GDP),5587.037944
Malaysia,2004,Gross Domestic Product (GDP),4952.212975
Malaysia,2003,Gross Domestic Product (GDP),4461.847687
Malaysia,2002,Gross Domestic Product (GDP),4165.726104
Malaysia,2001,Gross Domestic Product (GDP),3913.428726
Malaysia,2000,Gross Domestic Product (GDP),4043.662051
Maldives,2015,Gross Domestic Product (GDP),9033.372063
Maldives,2014,Gross Domestic Product (GDP),8499.257771
Maldives,2013,Gross Domestic Product (GDP),7928.452188
Maldives,2012,Gross Domestic Product (GDP),7265.596952
Maldives,2011,Gross Domestic Product (GDP),7291.423438
Maldives,2010,Gross Domestic Product (GDP),7076.662433
Maldives,2009,Gross Domestic Product (GDP),6636.412426
Maldives,2008,Gross Domestic Product (GDP),6614.159149
Maldives,2007,Gross Domestic Product (GDP),5574.451873
Maldives,2006,Gross Domestic Product (GDP),4809.963116
Maldives,2005,Gross Domestic Product (GDP),3639.966566
Maldives,2004,Gross Domestic Product (GDP),3941.431143
Maldives,2003,Gross Domestic Product (GDP),3475.983309
Maldives,2002,Gross Domestic Product (GDP),3104.585157
Maldives,2001,Gross Domestic Product (GDP),3098.499829
Maldives,2000,Gross Domestic Product (GDP),3171.928878
Mali,2015,Gross Domestic Product (GDP),750.9040617
Mali,2014,Gross Domestic Product (GDP),849.6636138
Mali,2013,Gross Domestic Product (GDP),805.2215336
Mali,2012,Gross Domestic Product (GDP),778.6695539
Mali,2011,Gross Domestic Product (GDP),836.5098384
Mali,2010,Gross Domestic Product (GDP),709.5819337
Mali,2009,Gross Domestic Product (GDP),698.2183961
Mali,2008,Gross Domestic Product (GDP),690.8825083
Mali,2007,Gross Domestic Product (GDP),596.6902105
Mali,2006,Gross Domestic Product (GDP),522.5783628
Mali,2005,Gross Domestic Product (GDP),488.8280977
Mali,2004,Gross Domestic Product (GDP),440.168434
Mali,2003,Gross Domestic Product (GDP),392.5247496
Mali,2002,Gross Domestic Product (GDP),334.8365189
Mali,2001,Gross Domestic Product (GDP),307.4369176
Mali,2000,Gross Domestic Product (GDP),269.8711474
Malta,2015,Gross Domestic Product (GDP),25572.08561
Malta,2014,Gross Domestic Product (GDP),26988.51838
Malta,2013,Gross Domestic Product (GDP),24751.71804
Malta,2012,Gross Domestic Product (GDP),22432.8248
Malta,2011,Gross Domestic Product (GDP),23044.7627
Malta,2010,Gross Domestic Product (GDP),21791.06056
Malta,2009,Gross Domestic Product (GDP),21129.23934
Malta,2008,Gross Domestic Product (GDP),22200.03172
Malta,2007,Gross Domestic Product (GDP),19554.9806
Malta,2006,Gross Domestic Product (GDP),16745.56841
Malta,2005,Gross Domestic Product (GDP),15829.68639
Malta,2004,Gross Domestic Product (GDP),15137.53855
Malta,2003,Gross Domestic Product (GDP),13591.51834
Malta,2002,Gross Domestic Product (GDP),11212.45897
Malta,2001,Gross Domestic Product (GDP),10315.38414
Malta,2000,Gross Domestic Product (GDP),10337.76471
Marshall Islands,2015,Gross Domestic Product (GDP),3207.707272
Marshall Islands,2014,Gross Domestic Product (GDP),3191.497455
Marshall Islands,2013,Gross Domestic Product (GDP),3245.782781
Marshall Islands,2012,Gross Domestic Product (GDP),3183.26664
Marshall Islands,2011,Gross Domestic Product (GDP),3043.865118
Marshall Islands,2010,Gross Domestic Product (GDP),2846.93308
Marshall Islands,2009,Gross Domestic Product (GDP),2674.000658
Marshall Islands,2008,Gross Domestic Product (GDP),2704.536565
Marshall Islands,2007,Gross Domestic Product (GDP),2648.121175
Marshall Islands,2006,Gross Domestic Product (GDP),2537.626069
Marshall Islands,2005,Gross Domestic Product (GDP),2471.307213
Marshall Islands,2004,Gross Domestic Product (GDP),2431.165467
Marshall Islands,2003,Gross Domestic Product (GDP),2448.851242
Marshall Islands,2002,Gross Domestic Product (GDP),2517.146305
Marshall Islands,2001,Gross Domestic Product (GDP),2374.260258
Marshall Islands,2000,Gross Domestic Product (GDP),2258.397435
Mauritania,2015,Gross Domestic Product (GDP),1524.074447
Mauritania,2014,Gross Domestic Product (GDP),1674.177077
Mauritania,2013,Gross Domestic Product (GDP),1892.097585
Mauritania,2012,Gross Domestic Product (GDP),1815.218939
Mauritania,2011,Gross Domestic Product (GDP),1879.769198
Mauritania,2010,Gross Domestic Product (GDP),1610.922935
Mauritania,2009,Gross Domestic Product (GDP),1389.339007
Mauritania,2008,Gross Domestic Product (GDP),1579.508859
Mauritania,2007,Gross Domestic Product (GDP),1357.123916
Mauritania,2006,Gross Domestic Product (GDP),1259.542315
Mauritania,2005,Gross Domestic Product (GDP),971.1056777
Mauritania,2004,Gross Domestic Product (GDP),829.2263814
Mauritania,2003,Gross Domestic Product (GDP),717.9003697
Mauritania,2002,Gross Domestic Product (GDP),639.6667303
Mauritania,2001,Gross Domestic Product (GDP),646.1158891
Mauritania,2000,Gross Domestic Product (GDP),676.5675639
Mauritius,2015,Gross Domestic Product (GDP),9283.601068
Mauritius,2014,Gross Domestic Product (GDP),10182.83537
Mauritius,2013,Gross Domestic Product (GDP),9661.587029
Mauritius,2012,Gross Domestic Product (GDP),9308.981439
Mauritius,2011,Gross Domestic Product (GDP),9206.776089
Mauritius,2010,Gross Domestic Product (GDP),8016.050811
Mauritius,2009,Gross Domestic Product (GDP),7338.35141
Mauritius,2008,Gross Domestic Product (GDP),8061.53731
Mauritius,2007,Gross Domestic Product (GDP),6605.253912
Mauritius,2006,Gross Domestic Product (GDP),5723.372455
Mauritius,2005,Gross Domestic Product (GDP),5544.404146
Mauritius,2004,Gross Domestic Product (GDP),5650.644256
Mauritius,2003,Gross Domestic Product (GDP),5023.550703
Mauritius,2002,Gross Domestic Product (GDP),4206.230126
Mauritius,2001,Gross Domestic Product (GDP),4034.944039
Mauritius,2000,Gross Domestic Product (GDP),4108.573596
Mexico,2015,Gross Domestic Product (GDP),9616.665232
Mexico,2014,Gross Domestic Product (GDP),10928.95794
Mexico,2013,Gross Domestic Product (GDP),10725.19026
Mexico,2012,Gross Domestic Product (GDP),10241.76059
Mexico,2011,Gross Domestic Product (GDP),10203.39999
Mexico,2010,Gross Domestic Product (GDP),9271.392
Mexico,2009,Gross Domestic Product (GDP),8002.986912
Mexico,2008,Gross Domestic Product (GDP),10016.5563
Mexico,2007,Gross Domestic Product (GDP),9642.687958
Mexico,2006,Gross Domestic Product (GDP),9068.25972
Mexico,2005,Gross Domestic Product (GDP),8277.677581
Mexico,2004,Gross Domestic Product (GDP),7484.508648
Mexico,2003,Gross Domestic Product (GDP),7075.357074
Mexico,2002,Gross Domestic Product (GDP),7593.170558
Mexico,2001,Gross Domestic Product (GDP),7544.535
Mexico,2000,Gross Domestic Product (GDP),7157.846041
Micronesia (Federated States of),2015,Gross Domestic Product (GDP),2906.377217
Micronesia (Federated States of),2014,Gross Domestic Product (GDP),2971.456881
Micronesia (Federated States of),2013,Gross Domestic Product (GDP),2994.678832
Micronesia (Federated States of),2012,Gross Domestic Product (GDP),3131.386284
Micronesia (Federated States of),2011,Gross Domestic Product (GDP),3009.198231
Micronesia (Federated States of),2010,Gross Domestic Product (GDP),2885.44589
Micronesia (Federated States of),2009,Gross Domestic Product (GDP),2721.870046
Micronesia (Federated States of),2008,Gross Domestic Product (GDP),2541.408932
Micronesia (Federated States of),2007,Gross Domestic Product (GDP),2458.610844
Micronesia (Federated States of),2006,Gross Domestic Product (GDP),2404.570518
Micronesia (Federated States of),2005,Gross Domestic Product (GDP),2361.691903
Micronesia (Federated States of),2004,Gross Domestic Product (GDP),2256.168816
Micronesia (Federated States of),2003,Gross Domestic Product (GDP),2291.107333
Micronesia (Federated States of),2002,Gross Domestic Product (GDP),2256.131795
Micronesia (Federated States of),2001,Gross Domestic Product (GDP),2238.495003
Micronesia (Federated States of),2000,Gross Domestic Product (GDP),2171.159671
Monaco,2015,Gross Domestic Product (GDP),165945.4568
Monaco,2014,Gross Domestic Product (GDP),189162.3289
Monaco,2013,Gross Domestic Product (GDP),177601.9249
Monaco,2012,Gross Domestic Product (GDP),157518.7633
Monaco,2011,Gross Domestic Product (GDP),168796.606
Monaco,2010,Gross Domestic Product (GDP),150577.0399
Monaco,2009,Gross Domestic Product (GDP),154783.4801
Monaco,2008,Gross Domestic Product (GDP),185729.4721
Monaco,2007,Gross Domestic Product (GDP),169966.496
Monaco,2006,Gross Domestic Product (GDP),134036.6239
Monaco,2005,Gross Domestic Product (GDP),124190.4064
Monaco,2004,Gross Domestic Product (GDP),120878.0106
Monaco,2003,Gross Domestic Product (GDP),106243.4447
Monaco,2002,Gross Domestic Product (GDP),87178.78704
Monaco,2001,Gross Domestic Product (GDP),81131.50462
Monaco,2000,Gross Domestic Product (GDP),81100.98429
Mongolia,2015,Gross Domestic Product (GDP),3918.581677
Mongolia,2014,Gross Domestic Product (GDP),4158.53425
Mongolia,2013,Gross Domestic Product (GDP),4366.067706
Mongolia,2012,Gross Domestic Product (GDP),4351.883362
Mongolia,2011,Gross Domestic Product (GDP),3757.57033
Mongolia,2010,Gross Domestic Product (GDP),2643.293413
Mongolia,2009,Gross Domestic Product (GDP),1987.794917
Mongolia,2008,Gross Domestic Product (GDP),2477.336641
Mongolia,2007,Gross Domestic Product (GDP),1893.14126
Mongolia,2006,Gross Domestic Product (GDP),1547.013573
Mongolia,2005,Gross Domestic Product (GDP),1158.142546
Mongolia,2004,Gross Domestic Product (GDP),925.2405645
Mongolia,2003,Gross Domestic Product (GDP),749.2558958
Mongolia,2002,Gross Domestic Product (GDP),662.7594259
Mongolia,2001,Gross Domestic Product (GDP),607.6407927
Mongolia,2000,Gross Domestic Product (GDP),549.8543093
Montenegro,2015,Gross Domestic Product (GDP),6464.703332
Montenegro,2014,Gross Domestic Product (GDP),7321.071105
Montenegro,2013,Gross Domestic Product (GDP),7127.905005
Montenegro,2012,Gross Domestic Product (GDP),6530.796774
Montenegro,2011,Gross Domestic Product (GDP),7258.478086
Montenegro,2010,Gross Domestic Product (GDP),6630.025018
Montenegro,2009,Gross Domestic Product (GDP),6676.544304
Montenegro,2008,Gross Domestic Product (GDP),7316.427792
Montenegro,2007,Gross Domestic Product (GDP),5940.590958
Montenegro,2006,Gross Domestic Product (GDP),4405.146344
Montenegro,2005,Gross Domestic Product (GDP),3696.934038
Montenegro,2004,Gross Domestic Product (GDP),3402.859642
Montenegro,2003,Gross Domestic Product (GDP),2802.094037
Montenegro,2002,Gross Domestic Product (GDP),2107.278731
Montenegro,2001,Gross Domestic Product (GDP),1908.171007
Montenegro,2000,Gross Domestic Product (GDP),1615.592162
Montserrat,2015,Gross Domestic Product (GDP),12348.91021
Montserrat,2014,Gross Domestic Product (GDP),11485.44146
Montserrat,2013,Gross Domestic Product (GDP),11807.05382
Montserrat,2012,Gross Domestic Product (GDP),12793.17857
Montserrat,2011,Gross Domestic Product (GDP),12955.05389
Montserrat,2010,Gross Domestic Product (GDP),11331.11066
Montserrat,2009,Gross Domestic Product (GDP),12145.51292
Montserrat,2008,Gross Domestic Product (GDP),11712.65124
Montserrat,2007,Gross Domestic Product (GDP),11012.29539
Montserrat,2006,Gross Domestic Product (GDP),10549.34738
Montserrat,2005,Gross Domestic Product (GDP),10108.39174
Montserrat,2004,Gross Domestic Product (GDP),9370.645885
Montserrat,2003,Gross Domestic Product (GDP),9106.945976
Montserrat,2002,Gross Domestic Product (GDP),9001.883239
Montserrat,2001,Gross Domestic Product (GDP),7932.303164
Montserrat,2000,Gross Domestic Product (GDP),7291.690148
Morocco,2015,Gross Domestic Product (GDP),2918.891836
Morocco,2014,Gross Domestic Product (GDP),3219.455393
Morocco,2013,Gross Domestic Product (GDP),3168.42274
Morocco,2012,Gross Domestic Product (GDP),2956.0836
Morocco,2011,Gross Domestic Product (GDP),3092.283635
Morocco,2010,Gross Domestic Product (GDP),2882.110528
Morocco,2009,Gross Domestic Product (GDP),2909.48878
Morocco,2008,Gross Domestic Product (GDP),2933.301005
Morocco,2007,Gross Domestic Product (GDP),2536.317631
Morocco,2006,Gross Domestic Product (GDP),2238.996465
Morocco,2005,Gross Domestic Product (GDP),2053.639466
Morocco,2004,Gross Domestic Product (GDP),1986.973002
Morocco,2003,Gross Domestic Product (GDP),1757.762034
Morocco,2002,Gross Domestic Product (GDP),1441.834846
Morocco,2001,Gross Domestic Product (GDP),1360.945842
Morocco,2000,Gross Domestic Product (GDP),1351.018895
Mozambique,2015,Gross Domestic Product (GDP),589.8593918
Mozambique,2014,Gross Domestic Product (GDP),673.9695175
Mozambique,2013,Gross Domestic Product (GDP),664.0771919
Mozambique,2012,Gross Domestic Product (GDP),657.6453057
Mozambique,2011,Gross Domestic Product (GDP),594.586284
Mozambique,2010,Gross Domestic Product (GDP),471.9042196
Mozambique,2009,Gross Domestic Product (GDP),520.4028141
Mozambique,2008,Gross Domestic Product (GDP),563.6486492
Mozambique,2007,Gross Domestic Product (GDP),482.1978569
Mozambique,2006,Gross Domestic Product (GDP),435.334379
Mozambique,2005,Gross Domestic Product (GDP),416.8104976
Mozambique,2004,Gross Domestic Product (GDP),383.2694429
Mozambique,2003,Gross Domestic Product (GDP),326.0755858
Mozambique,2002,Gross Domestic Product (GDP),302.5456585
Mozambique,2001,Gross Domestic Product (GDP),296.2677576
Mozambique,2000,Gross Domestic Product (GDP),319.3585362
Myanmar,2015,Gross Domestic Product (GDP),1211.736696
Myanmar,2014,Gross Domestic Product (GDP),1340.550511
Myanmar,2013,Gross Domestic Product (GDP),1273.278062
Myanmar,2012,Gross Domestic Product (GDP),1264.88473
Myanmar,2011,Gross Domestic Product (GDP),1195.970599
Myanmar,2010,Gross Domestic Product (GDP),886.2986283
Myanmar,2009,Gross Domestic Product (GDP),712.2919676
Myanmar,2008,Gross Domestic Product (GDP),559.312386
Myanmar,2007,Gross Domestic Product (GDP),413.8582995
Myanmar,2006,Gross Domestic Product (GDP),335.0024874
Myanmar,2005,Gross Domestic Product (GDP),289.023713
Myanmar,2004,Gross Domestic Product (GDP),248.4394374
Myanmar,2003,Gross Domestic Product (GDP),224.3248157
Myanmar,2002,Gross Domestic Product (GDP),257.7797832
Myanmar,2001,Gross Domestic Product (GDP),208.9531059
Myanmar,2000,Gross Domestic Product (GDP),186.0942387
Namibia,2015,Gross Domestic Product (GDP),4896.601218
Namibia,2014,Gross Domestic Product (GDP),5464.991494
Namibia,2013,Gross Domestic Product (GDP),5445.169563
Namibia,2012,Gross Domestic Product (GDP),5930.518763
Namibia,2011,Gross Domestic Product (GDP),5753.969686
Namibia,2010,Gross Domestic Product (GDP),5324.601065
Namibia,2009,Gross Domestic Product (GDP),4265.271755
Namibia,2008,Gross Domestic Product (GDP),4153.23621
Namibia,2007,Gross Domestic Product (GDP),4356.26615
Namibia,2006,Gross Domestic Product (GDP),3974.493567
Namibia,2005,Gross Domestic Product (GDP),3673.985831
Namibia,2004,Gross Domestic Product (GDP),3396.915877
Namibia,2003,Gross Domestic Product (GDP),2560.757393
Namibia,2002,Gross Domestic Product (GDP),1769.16808
Namibia,2001,Gross Domestic Product (GDP),1906.296846
Namibia,2000,Gross Domestic Product (GDP),2136.431522
Nauru,2015,Gross Domestic Product (GDP),10050.38555
Nauru,2014,Gross Domestic Product (GDP),12909.60204
Nauru,2013,Gross Domestic Product (GDP),11575.90013
Nauru,2012,Gross Domestic Product (GDP),11887.33582
Nauru,2011,Gross Domestic Product (GDP),8729.873347
Nauru,2010,Gross Domestic Product (GDP),5924.758822
Nauru,2009,Gross Domestic Product (GDP),5457.609541
Nauru,2008,Gross Domestic Product (GDP),4200.363747
Nauru,2007,Gross Domestic Product (GDP),2348.259352
Nauru,2006,Gross Domestic Product (GDP),2583.646123
Nauru,2005,Gross Domestic Product (GDP),2669.612496
Nauru,2004,Gross Domestic Product (GDP),2789.605532
Nauru,2003,Gross Domestic Product (GDP),2411.556186
Nauru,2002,Gross Domestic Product (GDP),1887.055676
Nauru,2001,Gross Domestic Product (GDP),1863.617642
Nauru,2000,Gross Domestic Product (GDP),2100.846134
Nepal,2015,Gross Domestic Product (GDP),876.0736898
Nepal,2014,Gross Domestic Product (GDP),833.6619176
Nepal,2013,Gross Domestic Product (GDP),778.7577802
Nepal,2012,Gross Domestic Product (GDP),764.7165915
Nepal,2011,Gross Domestic Product (GDP),780.7193881
Nepal,2010,Gross Domestic Product (GDP),679.838115
Nepal,2009,Gross Domestic Product (GDP),527.4378292
Nepal,2008,Gross Domestic Product (GDP),481.5109952
Nepal,2007,Gross Domestic Product (GDP),450.1063542
Nepal,2006,Gross Domestic Product (GDP),368.7567476
Nepal,2005,Gross Domestic Product (GDP),338.4395487
Nepal,2004,Gross Domestic Product (GDP),298.3529543
Nepal,2003,Gross Domestic Product (GDP),264.7455936
Nepal,2002,Gross Domestic Product (GDP),241.8182122
Nepal,2001,Gross Domestic Product (GDP),241.9550882
Nepal,2000,Gross Domestic Product (GDP),239.3531509
Netherlands,2015,Gross Domestic Product (GDP),45179.02972
