Store,Date,Weekly_Sales,IsHoliday
1,2018-05-16,253.5,False
1,2018-05-23,249.1,False
1,2018-05-26,305.3,False
1,2018-05-29,292.5,False
1,2018-06-06,265.7,False
1,2018-06-13,249.0,False
1,2018-06-20,258.3,False
1,2018-06-30,263.4,True
1,2018-07-04,248.8,False
1,2018-07-11,240.7,False
1,2018-07-18,231.3,False
1,2018-07-28,272.7,False
1,2018-08-08,256.8,False
1,2018-08-15,243.5,False
1,2018-08-22,254.2,False
1,2018-08-25,273.0,False
1,2018-09-05,243.8,False
1,2018-09-12,245.4,False
1,2018-09-19,227.8,False
1,2018-09-23,285.7,True
1,2018-09-29,255.9,False
1,2018-10-10,245.8,False
1,2018-10-17,240.0,False
1,2018-10-27,262.5,False
1,2018-12-01,249.3,False
2,2016-01-01,297.8,False
2,2016-01-26,332.0,False
2,2016-01-29,326.6,False
2,2016-02-10,336.7,False
2,2016-02-17,295.6,False
2,2016-02-28,310.4,False
2,2016-03-02,319.5,False
2,2016-03-09,308.4,False
2,2016-03-16,277.4,False
2,2016-03-27,347.5,False
2,2016-04-06,305.5,False
2,2016-04-13,296.9,False
2,2016-04-20,293.7,False
2,2016-04-22,338.7,False
2,2016-04-23,315.6,False
2,2016-05-01,320.5,False
2,2016-05-04,306.5,False
2,2016-05-11,309.1,False
2,2016-05-18,323.5,False
2,2016-05-29,329.2,False
2,2016-06-08,330.8,False
2,2016-06-15,316.1,False
2,2016-06-25,323.7,False
2,2016-07-06,309.5,False
2,2016-07-13,290.4,False
2,2016-07-20,289.9,False
2,2016-07-31,297.3,False
2,2016-08-03,308.9,False
2,2016-08-10,324.7,False
2,2016-08-17,303.7,False
2,2016-08-25,314.1,False
2,2016-08-28,315.4,False
2,2016-09-07,292.3,False
2,2016-09-14,281.0,False
2,2016-09-29,295.5,True
2,2016-10-02,387.6,False
2,2016-10-05,292.4,False
2,2016-10-12,283.2,False
2,2016-10-19,289.7,False
2,2016-10-27,330.1,False
2,2016-11-09,314.4,False
2,2016-11-16,427.2,True
2,2016-11-22,343.5,True
2,2016-11-23,319.9,False
2,2016-12-01,312.4,False
2,2016-12-07,419.3,False
2,2016-12-14,544.6,False
2,2016-12-21,281.3,True
2,2016-12-25,293.4,False
2,2016-12-28,308.5,False
2,2017-01-04,276.4,False
2,2017-01-11,281.4,False
2,2017-01-18,272.4,False
2,2017-01-30,290.7,False
2,2017-02-02,318.6,False
2,2017-02-08,329.8,False
2,2017-02-15,298.8,False
2,2017-02-24,306.5,False
2,2017-03-08,305.7,False
2,2017-03-15,283.8,False
2,2017-03-23,310.0,False
2,2017-03-24,314.1,False
2,2017-04-01,319.3,False
2,2017-04-05,302.5,False
2,2017-04-12,307.4,False
2,2017-04-19,280.5,False
2,2017-04-28,310.2,False
2,2017-05-03,291.4,False
2,2017-05-10,279.0,False
2,2017-05-17,293.0,False
2,2017-05-26,291.3,False
2,2017-06-07,314.0,False
2,2017-06-14,296.0,False
2,2017-06-21,282.5,False
2,2017-06-30,299.4,False
2,2017-07-05,295.1,False
2,2017-07-12,284.2,False
2,2017-07-19,277.8,False
2,2017-07-25,296.9,False
2,2017-07-28,306.3,False
2,2017-08-09,300.5,False
2,2017-08-16,292.7,False
2,2017-08-30,280.9,True
2,2017-09-02,363.0,False
2,2017-09-06,271.8,False
2,2017-09-13,268.3,False
2,2017-09-20,268.9,False
2,2017-09-26,314.4,False
2,2017-10-04,284.2,False
2,2017-10-11,299.0,False
2,2017-10-18,284.3,False
2,2017-10-23,348.4,True
2,2017-10-24,297.8,False
2,2017-11-01,308.6,False
2,2017-11-08,301.6,False
2,2017-11-15,414.3,True
2,2017-11-28,295.4,False
2,2017-12-06,385.6,False
2,2017-12-13,504.1,False
2,2017-12-20,297.0,True
2,2017-12-27,311.3,False
2,2018-01-03,284.3,False
2,2018-01-10,275.1,False
2,2018-01-17,266.9,False
2,2018-01-24,313.8,False
2,2018-02-07,348.2,False
2,2018-02-14,303.4,False
2,2018-02-21,306.7,False
2,2018-02-27,312.7,False
2,2018-03-07,322.0,False
2,2018-03-14,291.8,False
2,2018-03-21,302.7,False
2,2018-03-27,313.5,False
2,2018-04-04,306.8,False
2,2018-04-11,296.8,False
2,2018-04-18,287.5,False
2,2018-05-01,321.1,False
2,2018-05-09,326.1,False
2,2018-05-16,316.2,False
2,2018-05-23,289.2,False
2,2018-05-26,337.4,False
2,2018-05-29,328.1,False
2,2018-06-06,324.5,False
2,2018-06-13,307.6,False
2,2018-06-20,306.5,False
2,2018-06-30,309.4,True
2,2018-07-04,302.5,False
2,2018-07-11,292.4,False
2,2018-07-18,278.6,False
2,2018-07-28,327.6,False
2,2018-08-08,305.6,False
2,2018-08-15,305.8,False
2,2018-08-22,308.6,False
2,2018-08-25,315.8,False
2,2018-09-05,291.6,False
2,2018-09-12,298.1,False
2,2018-09-19,280.7,False
2,2018-09-23,333.4,True
2,2018-09-29,300.0,False
2,2018-10-10,301.2,False
2,2018-10-17,298.9,False
2,2018-10-27,308.1,False
2,2018-12-01,301.3,False
3,2016-01-01,67.0,False
3,2016-01-26,76.5,False
3,2016-01-29,72.3,False
3,2016-02-10,75.1,False
3,2016-02-17,74.8,False
3,2016-02-28,67.3,False
3,2016-03-02,87.5,False
3,2016-03-09,66.8,False
3,2016-03-16,66.1,False
3,2016-03-27,74.1,False
3,2016-04-06,63.2,False
3,2016-04-13,61.5,False
3,2016-04-20,63.3,False
3,2016-04-22,82.2,False
3,2016-04-23,76.3,False
3,2016-05-01,77.7,False
3,2016-05-04,69.5,False
3,2016-05-11,64.2,False
3,2016-05-18,65.3,False
3,2016-05-29,73.9,False
3,2016-06-08,66.9,False
3,2016-06-15,66.7,False
3,2016-06-25,73.3,False
3,2016-07-06,66.9,False
3,2016-07-13,64.8,False
3,2016-07-20,63.9,False
3,2016-07-31,73.7,False
3,2016-08-03,65.5,False
3,2016-08-10,65.7,False
3,2016-08-17,66.5,False
3,2016-08-25,75.2,False
3,2016-08-28,64.1,False
3,2016-09-07,67.7,False
3,2016-09-14,63.3,False
3,2016-09-29,64.7,True
3,2016-10-02,84.5,False
3,2016-10-05,63.5,False
3,2016-10-12,64.1,False
3,2016-10-19,63.0,False
3,2016-10-27,65.2,False
3,2016-11-09,67.4,False
3,2016-11-16,103.9,True
3,2016-11-22,76.1,True
3,2016-11-23,69.5,False
3,2016-12-01,69.9,False
3,2016-12-07,88.7,False
3,2016-12-14,109.6,False
3,2016-12-21,71.4,True
3,2016-12-25,68.8,False
3,2016-12-28,71.1,False
3,2017-01-04,71.1,False
3,2017-01-11,64.4,False
3,2017-01-18,67.0,False
3,2017-01-30,70.2,False
3,2017-02-02,82.8,False
3,2017-02-08,79.5,False
3,2017-02-15,72.9,False
3,2017-02-24,72.4,False
3,2017-03-08,72.0,False
3,2017-03-15,69.9,False
3,2017-03-23,80.5,False
3,2017-03-24,80.3,False
3,2017-04-01,81.8,False
3,2017-04-05,69.5,False
3,2017-04-12,72.0,False
3,2017-04-19,68.6,False
3,2017-04-28,77.8,False
3,2017-05-03,70.9,False
3,2017-05-10,65.9,False
3,2017-05-17,66.8,False
3,2017-05-26,74.7,False
3,2017-06-07,76.5,False
3,2017-06-14,71.9,False
3,2017-06-21,69.5,False
3,2017-06-30,72.9,False
3,2017-07-05,68.6,False
3,2017-07-12,68.4,False
3,2017-07-19,63.4,False
3,2017-07-25,70.5,False
3,2017-07-28,73.7,False
3,2017-08-09,72.0,False
3,2017-08-16,69.5,False
3,2017-08-30,71.6,True
3,2017-09-02,82.2,False
3,2017-09-06,69.0,False
3,2017-09-13,67.1,False
3,2017-09-20,68.8,False
3,2017-09-26,73.1,False
3,2017-10-04,66.6,False
3,2017-10-11,71.4,False
3,2017-10-18,68.3,False
3,2017-10-23,80.3,True
3,2017-10-24,74.3,False
3,2017-11-01,72.6,False
3,2017-11-08,72.1,False
3,2017-11-15,99.1,True
3,2017-11-28,71.0,False
3,2017-12-06,89.5,False
3,2017-12-13,96.6,False
3,2017-12-20,73.1,True
3,2017-12-27,79.4,False
3,2018-01-03,67.5,False
3,2018-01-10,65.1,False
3,2018-01-17,63.2,False
3,2018-01-24,84.9,False
3,2018-02-07,83.4,False
3,2018-02-14,78.2,False
3,2018-02-21,76.8,False
3,2018-02-27,77.1,False
3,2018-03-07,73.3,False
3,2018-03-14,76.0,False
3,2018-03-21,74.8,False
3,2018-03-27,82.1,False
3,2018-04-04,74.9,False
3,2018-04-11,78.6,False
3,2018-04-18,72.5,False
3,2018-05-01,80.2,False
3,2018-05-09,75.6,False
3,2018-05-16,76.0,False
3,2018-05-23,72.0,False
3,2018-05-26,92.4,False
3,2018-05-29,75.5,False
3,2018-06-06,81.2,False
3,2018-06-13,78.3,False
3,2018-06-20,80.2,False
3,2018-06-30,73.8,True
3,2018-07-04,77.8,False
3,2018-07-11,79.4,False
3,2018-07-18,72.7,False
3,2018-07-28,83.3,False
3,2018-08-08,73.7,False
3,2018-08-15,75.8,False
3,2018-08-22,76.3,False
3,2018-08-25,80.5,False
3,2018-09-05,76.1,False
3,2018-09-12,76.1,False
3,2018-09-19,70.5,False
3,2018-09-23,85.5,True
3,2018-09-29,72.0,False
3,2018-10-10,76.7,False
3,2018-10-17,73.3,False
3,2018-10-27,79.3,False
3,2018-12-01,73.1,False
4,2016-01-01,300.3,False
4,2016-01-26,313.7,False
4,2016-01-29,302.3,False
4,2016-02-10,324.9,False
4,2016-02-17,301.1,False
4,2016-02-28,315.5,False
4,2016-03-02,342.6,False
4,2016-03-09,296.7,False
4,2016-03-16,279.4,False
4,2016-03-27,314.6,False
4,2016-04-06,293.4,False
4,2016-04-13,281.9,False
4,2016-04-20,296.1,False
4,2016-04-22,338.4,False
4,2016-04-23,316.7,False
4,2016-05-01,328.0,False
4,2016-05-04,297.3,False
4,2016-05-11,310.2,False
4,2016-05-18,307.0,False
4,2016-05-29,310.9,False
4,2016-06-08,314.5,False
4,2016-06-15,300.9,False
4,2016-06-25,326.0,False
4,2016-07-06,309.4,False
4,2016-07-13,293.0,False
4,2016-07-20,288.7,False
4,2016-07-31,313.6,False
4,2016-08-03,327.1,False
4,2016-08-10,325.5,False
4,2016-08-17,293.0,False
4,2016-08-25,288.2,False
4,2016-08-28,295.3,False
4,2016-09-07,305.3,False
4,2016-09-14,291.0,False
4,2016-09-29,295.7,True
4,2016-10-02,364.9,False
4,2016-10-05,300.1,False
4,2016-10-12,314.1,False
4,2016-10-19,315.1,False
4,2016-10-27,309.2,False
4,2016-11-09,337.1,False
4,2016-11-16,448.3,True
4,2016-11-22,337.6,True
4,2016-11-23,300.2,False
4,2016-12-01,325.9,False
4,2016-12-07,440.3,False
4,2016-12-14,574.7,False
4,2016-12-21,288.4,True
4,2016-12-25,305.4,False
4,2016-12-28,334.3,False
4,2017-01-04,304.0,False
4,2017-01-11,303.1,False
4,2017-01-18,295.6,False
4,2017-01-30,334.0,False
4,2017-02-02,341.0,False
4,2017-02-08,377.5,False
4,2017-02-15,334.0,False
4,2017-02-24,336.6,False
4,2017-03-08,340.1,False
4,2017-03-15,312.4,False
4,2017-03-23,340.5,False
4,2017-03-24,333.4,False
4,2017-04-01,371.8,False
4,2017-04-05,319.5,False
4,2017-04-12,356.8,False
4,2017-04-19,301.8,False
4,2017-04-28,357.0,False
4,2017-05-03,317.4,False
4,2017-05-10,323.9,False
4,2017-05-17,323.7,False
4,2017-05-26,331.6,False
4,2017-06-07,344.1,False
4,2017-06-14,322.7,False
4,2017-06-21,299.3,False
4,2017-06-30,353.1,False
4,2017-07-05,338.7,False
4,2017-07-12,336.6,False
4,2017-07-19,324.2,False
4,2017-07-25,338.1,False
4,2017-07-28,346.5,False
4,2017-08-09,363.9,False
4,2017-08-16,319.5,False
4,2017-08-30,336.4,True
4,2017-09-02,403.2,False
4,2017-09-06,333.5,False
4,2017-09-13,331.0,False
4,2017-09-20,310.1,False
4,2017-09-26,342.8,False
4,2017-10-04,333.4,False
4,2017-10-11,354.8,False
4,2017-10-18,350.6,False
4,2017-10-23,351.6,True
4,2017-10-24,327.8,False
4,2017-11-01,349.2,False
4,2017-11-08,365.7,False
4,2017-11-15,469.8,True
4,2017-11-28,348.0,False
4,2017-12-06,439.2,False
4,2017-12-13,590.8,False
4,2017-12-20,322.5,True
4,2017-12-27,360.2,False
4,2018-01-03,312.0,False
4,2018-01-10,326.7,False
4,2018-01-17,309.9,False
4,2018-01-24,349.7,False
4,2018-02-07,384.8,False
4,2018-02-14,362.9,False
4,2018-02-21,349.2,False
4,2018-02-27,344.7,False
4,2018-03-07,361.0,False
4,2018-03-14,340.9,False
4,2018-03-21,340.5,False
4,2018-03-27,353.0,False
4,2018-04-04,333.7,False
4,2018-04-11,344.6,False
4,2018-04-18,336.4,False
4,2018-05-01,355.1,False
4,2018-05-09,359.7,False
4,2018-05-16,351.0,False
4,2018-05-23,324.6,False
4,2018-05-26,397.0,False
4,2018-05-29,352.6,False
4,2018-06-06,354.1,False
4,2018-06-13,348.3,False
4,2018-06-20,342.0,False
4,2018-06-30,336.8,True
4,2018-07-04,332.9,False
4,2018-07-11,354.5,False
4,2018-07-18,338.6,False
4,2018-07-28,355.9,False
4,2018-08-08,361.9,False
4,2018-08-15,336.8,False
4,2018-08-22,334.4,False
4,2018-08-25,349.1,False
4,2018-09-05,340.3,False
4,2018-09-12,340.6,False
4,2018-09-19,330.4,False
4,2018-09-23,381.6,True
4,2018-09-29,352.5,False
4,2018-10-10,341.8,False
4,2018-10-17,345.4,False
4,2018-10-27,341.9,False
4,2018-12-01,342.8,False
5,2016-01-01,51.2,False
5,2016-01-26,59.9,False
5,2016-01-29,58.0,False
5,2016-02-10,54.0,False
5,2016-02-17,48.1,False
5,2016-02-28,61.4,False
5,2016-03-02,63.3,False
5,2016-03-09,52.6,False
5,2016-03-16,51.0,False
5,2016-03-27,65.1,False
5,2016-04-06,56.4,False
5,2016-04-13,55.7,False
5,2016-04-20,56.7,False
5,2016-04-22,59.2,False
5,2016-04-23,52.2,False
5,2016-05-01,60.7,False
5,2016-05-04,56.3,False
5,2016-05-11,58.2,False
5,2016-05-18,56.9,False
5,2016-05-29,57.5,False
5,2016-06-08,57.6,False
5,2016-06-15,56.0,False
5,2016-06-25,61.2,False
5,2016-07-06,53.3,False
5,2016-07-13,53.0,False
5,2016-07-20,51.0,False
5,2016-07-31,53.4,False
5,2016-08-03,53.5,False
5,2016-08-10,52.7,False
5,2016-08-17,55.6,False
5,2016-08-25,60.2,False
5,2016-08-28,55.3,False
5,2016-09-07,52.7,False
5,2016-09-14,53.8,False
5,2016-09-29,57.2,True
5,2016-10-02,62.8,False
5,2016-10-05,50.7,False
5,2016-10-12,51.5,False
5,2016-10-19,51.1,False
5,2016-10-27,56.3,False
5,2016-11-09,54.6,False
5,2016-11-16,88.3,True
5,2016-11-22,55.5,True
5,2016-11-23,55.5,False
5,2016-12-01,56.3,False
5,2016-12-07,66.5,False
5,2016-12-14,84.3,False
5,2016-12-21,54.8,True
5,2016-12-25,58.7,False
5,2016-12-28,60.1,False
5,2017-01-04,47.1,False
5,2017-01-11,49.8,False
5,2017-01-18,52.1,False
5,2017-01-30,59.9,False
5,2017-02-02,68.0,False
5,2017-02-08,64.5,False
5,2017-02-15,54.1,False
5,2017-02-24,62.4,False
5,2017-03-08,55.6,False
5,2017-03-15,53.3,False
5,2017-03-23,59.6,False
5,2017-03-24,59.5,False
5,2017-04-01,65.0,False
5,2017-04-05,54.8,False
5,2017-04-12,59.4,False
5,2017-04-19,55.6,False
5,2017-04-28,59.3,False
5,2017-05-03,52.6,False
5,2017-05-10,55.0,False
5,2017-05-17,53.7,False
5,2017-05-26,57.5,False
5,2017-06-07,56.9,False
5,2017-06-14,54.8,False
5,2017-06-21,51.8,False
5,2017-06-30,55.9,False
5,2017-07-05,52.9,False
5,2017-07-12,54.6,False
5,2017-07-19,51.3,False
5,2017-07-25,56.4,False
5,2017-07-28,58.0,False
5,2017-08-09,55.8,False
5,2017-08-16,57.9,False
5,2017-08-30,59.9,True
5,2017-09-02,63.5,False
5,2017-09-06,52.8,False
5,2017-09-13,52.6,False
5,2017-09-20,53.7,False
5,2017-09-26,57.9,False
5,2017-10-04,50.2,False
5,2017-10-11,56.2,False
5,2017-10-18,54.6,False
5,2017-10-23,56.3,True
5,2017-10-24,53.0,False
5,2017-11-01,57.3,False
5,2017-11-08,55.7,False
5,2017-11-15,87.7,True
5,2017-11-28,54.1,False
5,2017-12-06,65.5,False
5,2017-12-13,79.2,False
5,2017-12-20,60.4,True
5,2017-12-27,67.1,False
5,2018-01-03,53.5,False
5,2018-01-10,52.8,False
5,2018-01-17,52.7,False
5,2018-01-24,64.9,False
5,2018-02-07,62.5,False
5,2018-02-14,55.6,False
5,2018-02-21,60.4,False
5,2018-02-27,60.5,False
5,2018-03-07,61.4,False
5,2018-03-14,57.2,False
5,2018-03-21,60.8,False
5,2018-03-27,65.2,False
5,2018-04-04,64.6,False
5,2018-04-11,58.8,False
5,2018-04-18,59.7,False
5,2018-05-01,65.1,False
5,2018-05-09,62.7,False
5,2018-05-16,62.8,False
5,2018-05-23,57.3,False
5,2018-05-26,75.2,False
5,2018-05-29,64.7,False
5,2018-06-06,61.1,False
5,2018-06-13,62.7,False
5,2018-06-20,61.5,False
5,2018-06-30,66.5,True
5,2018-07-04,60.0,False
5,2018-07-11,59.9,False
5,2018-07-18,58.2,False
5,2018-07-28,62.8,False
5,2018-08-08,60.5,False
5,2018-08-15,59.9,False
5,2018-08-22,65.4,False
5,2018-08-25,63.8,False
5,2018-09-05,55.1,False
5,2018-09-12,56.4,False
5,2018-09-19,57.9,False
5,2018-09-23,62.2,True
5,2018-09-29,56.3,False
5,2018-10-10,57.5,False
5,2018-10-17,59.6,False
5,2018-10-27,63.3,False
5,2018-12-01,58.8,False
6,2016-01-01,216.5,False
6,2016-01-26,284.5,False
6,2016-01-29,295.1,False
6,2016-02-10,251.8,False
6,2016-02-17,227.1,False
6,2016-02-28,246.2,False
6,2016-03-02,273.3,False
6,2016-03-09,272.1,False
6,2016-03-16,236.5,False
6,2016-03-27,302.7,False
6,2016-04-06,244.2,False
6,2016-04-13,251.0,False
6,2016-04-20,244.1,False
6,2016-04-22,261.9,False
6,2016-04-23,253.8,False
6,2016-05-01,241.9,False
6,2016-05-04,255.6,False
6,2016-05-11,246.2,False
6,2016-05-18,271.8,False
6,2016-05-29,266.1,False
6,2016-06-08,277.2,False
6,2016-06-15,271.2,False
6,2016-06-25,264.0,False
6,2016-07-06,257.9,False
6,2016-07-13,258.3,False
6,2016-07-20,253.3,False
6,2016-07-31,221.7,False
6,2016-08-03,252.2,False
6,2016-08-10,250.9,False
6,2016-08-17,239.8,False
6,2016-08-25,267.9,False
6,2016-08-28,283.4,False
6,2016-09-07,213.2,False
6,2016-09-14,210.8,False
6,2016-09-29,232.1,True
6,2016-10-02,303.3,False
6,2016-10-05,219.1,False
6,2016-10-12,217.2,False
6,2016-10-19,225.8,False
6,2016-10-27,278.6,False
6,2016-11-09,247.5,False
6,2016-11-16,374.8,True
6,2016-11-22,254.6,True
6,2016-11-23,247.0,False
6,2016-12-01,247.2,False
6,2016-12-07,340.6,False
6,2016-12-14,438.3,False
6,2016-12-21,238.6,True
6,2016-12-25,231.3,False
6,2016-12-28,276.1,False
6,2017-01-04,212.9,False
6,2017-01-11,205.5,False
6,2017-01-18,209.7,False
6,2017-01-30,234.8,False
6,2017-02-02,275.2,False
6,2017-02-08,256.2,False
6,2017-02-15,228.6,False
6,2017-02-24,274.1,False
6,2017-03-08,270.8,False
6,2017-03-15,234.4,False
6,2017-03-23,246.9,False
6,2017-03-24,244.9,False
6,2017-04-01,244.8,False
6,2017-04-05,229.6,False
6,2017-04-12,263.4,False
6,2017-04-19,237.7,False
6,2017-04-28,261.0,False
6,2017-05-03,233.5,False
6,2017-05-10,228.6,False
6,2017-05-17,244.9,False
6,2017-05-26,238.5,False
6,2017-06-07,260.7,False
6,2017-06-14,244.6,False
6,2017-06-21,217.0,False
6,2017-06-30,234.8,False
6,2017-07-05,252.4,False
6,2017-07-12,252.3,False
6,2017-07-19,245.3,False
6,2017-07-25,243.2,False
6,2017-07-28,278.5,False
6,2017-08-09,240.0,False
6,2017-08-16,228.2,False
6,2017-08-30,238.4,True
6,2017-09-02,305.9,False
6,2017-09-06,220.2,False
6,2017-09-13,217.7,False
6,2017-09-20,213.1,False
6,2017-09-26,260.5,False
6,2017-10-04,225.9,False
6,2017-10-11,227.8,False
6,2017-10-18,231.3,False
6,2017-10-23,242.3,True
6,2017-10-24,240.2,False
6,2017-11-01,250.3,False
6,2017-11-08,245.0,False
6,2017-11-15,351.8,True
6,2017-11-28,242.0,False
6,2017-12-06,322.5,False
6,2017-12-13,425.0,False
6,2017-12-20,253.3,True
6,2017-12-27,273.9,False
6,2018-01-03,216.0,False
6,2018-01-10,213.1,False
6,2018-01-17,214.4,False
6,2018-01-24,252.7,False
6,2018-02-07,262.4,False
6,2018-02-14,232.2,False
6,2018-02-21,240.5,False
6,2018-02-27,265.2,False
6,2018-03-07,284.9,False
6,2018-03-14,243.6,False
6,2018-03-21,245.9,False
6,2018-03-27,248.0,False
6,2018-04-04,263.4,False
6,2018-04-11,234.0,False
6,2018-04-18,237.3,False
6,2018-05-01,244.0,False
6,2018-05-09,250.2,False
6,2018-05-16,265.1,False
6,2018-05-23,227.4,False
6,2018-05-26,295.7,False
6,2018-05-29,305.8,False
6,2018-06-06,267.6,False
6,2018-06-13,263.7,False
6,2018-06-20,268.7,False
6,2018-06-30,258.4,True
6,2018-07-04,258.8,False
6,2018-07-11,253.0,False
6,2018-07-18,243.2,False
6,2018-07-28,276.5,False
6,2018-08-08,251.5,False
6,2018-08-15,244.6,False
6,2018-08-22,253.5,False
6,2018-08-25,252.2,False
6,2018-09-05,221.0,False
6,2018-09-12,229.1,False
6,2018-09-19,220.0,False
6,2018-09-23,253.4,True
6,2018-09-29,258.8,False
6,2018-10-10,234.2,False
6,2018-10-17,230.0,False
6,2018-10-27,247.2,False
6,2018-12-01,234.5,False
7,2016-01-01,75.3,False
7,2016-01-26,94.1,False
7,2016-01-29,97.9,False
7,2016-02-10,82.6,False
7,2016-02-17,80.8,False
7,2016-02-28,88.1,False
7,2016-03-02,92.7,False
7,2016-03-09,95.0,False
7,2016-03-16,85.1,False
7,2016-03-27,85.4,False
7,2016-04-06,67.1,False
7,2016-04-13,69.9,False
7,2016-04-20,65.5,False
7,2016-04-22,79.8,False
7,2016-04-23,80.1,False
7,2016-05-01,81.8,False
7,2016-05-04,64.4,False
7,2016-05-11,67.2,False
7,2016-05-18,76.5,False
7,2016-05-29,111.2,False
7,2016-06-08,81.9,False
7,2016-06-15,91.5,False
7,2016-06-25,69.3,False
7,2016-07-06,97.7,False
7,2016-07-13,97.0,False
7,2016-07-20,102.7,False
7,2016-07-31,81.7,False
7,2016-08-03,104.9,False
7,2016-08-10,99.1,False
7,2016-08-17,95.7,False
7,2016-08-25,82.4,False
7,2016-08-28,101.0,False
7,2016-09-07,85.8,False
7,2016-09-14,84.3,False
7,2016-09-29,91.2,True
7,2016-10-02,103.6,False
7,2016-10-05,80.0,False
7,2016-10-12,78.1,False
7,2016-10-19,79.2,False
7,2016-10-27,83.6,False
7,2016-11-09,82.1,False
7,2016-11-16,140.0,True
7,2016-11-22,86.6,True
7,2016-11-23,79.4,False
7,2016-12-01,86.4,False
7,2016-12-07,121.9,False
7,2016-12-14,175.2,False
7,2016-12-21,122.3,True
7,2016-12-25,87.4,False
7,2016-12-28,119.9,False
7,2017-01-04,94.5,False
7,2017-01-11,87.5,False
7,2017-01-18,87.3,False
7,2017-01-30,102.3,False
7,2017-02-02,96.5,False
7,2017-02-08,97.4,False
7,2017-02-15,94.4,False
7,2017-02-24,96.5,False
7,2017-03-08,108.0,False
7,2017-03-15,96.6,False
7,2017-03-23,93.6,False
7,2017-03-24,93.8,False
7,2017-04-01,93.3,False
7,2017-04-05,73.1,False
7,2017-04-12,79.4,False
7,2017-04-19,72.0,False
7,2017-04-28,121.9,False
7,2017-05-03,70.5,False
7,2017-05-10,72.3,False
7,2017-05-17,78.9,False
7,2017-05-26,69.3,False
7,2017-06-07,102.4,False
